SIA SAM,FISH,WBY,REGION,YEAR,DAY,TAXON,COMP,FLEN,TLEN,RWT,Tissue,Check,Del 15N,Del 13C,C/N,Comments
6074,.,Thieving Bear,.,2010,.,CLAM,1,66.4,66.4,23.7,MUSCLE,V,2.95,-31.65,3.85,.
6075,.,Thieving Bear,.,2010,.,CLAM,1,68.7,68.7,23.3,MUSCLE,V,3.17,-31.21,3.85,.
6076,.,Thieving Bear,.,2010,.,CLAM,1,65.1,65.1,19.9,MUSCLE,V,2.82,-31.86,4.13,.
6077,.,Thieving Bear,.,2010,.,CLAM,1,63,63,13.2,MUSCLE,V,3.69,-32.69,3.84,.
6078,.,Thieving Bear,.,2010,.,CLAM,1,65.2,65.2,23.5,MUSCLE,V,2.74,-31.32,3.83,.
6079,.,Thieving Bear,.,2010,.,CLAM,1,53.8,53.8,10.9,MUSCLE,V,2.93,-31.74,4.39,.
6080,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.65,VISCERA,V,1.94,-19.79,4.53,.
6081,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.22,VISCERA,V,1.4,-18.59,4.57,.
6082,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.28,VISCERA,V,1.65,-19.4,4.6,.
6083,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.32,VISCERA,V,1.3,-18.97,4.61,.
6084,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.34,VISCERA,V,1.69,-19.53,4.56,.
6085,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.36,VISCERA,V,1.48,-17.85,4.56,.
6086,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.62,VISCERA,V,1.31,-21.45,4.48,.
6087,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.4,VISCERA,V,1.78,-19.59,4.5,.
6088,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.4,VISCERA,V,1.76,-19.7,4.58,.
6089,.,Thieving Bear,.,2010,.,SNAIL,.,.,.,0.5,VISCERA,V,1.68,-19.24,4.5,.
6422,1,Thieving Bear,.,2010,26-Sep,LT,1,562,622,1740,MUSCLE,V,11.86,-31.89,4.02,.
6423,2,Thieving Bear,.,2010,26-Sep,LT,1,649,709,3200,MUSCLE,V,12.53,-31.12,3.49,.
6424,3,Thieving Bear,.,2010,26-Sep,LT,1,741,814,5400,MUSCLE,V,12.3,-34.72,6.16,.
6425,56,Thieving Bear,.,2010,26-Sep,LT,1,453,498,940,MUSCLE,V,11.87,-30.2,3.12,.
6426,82,Thieving Bear,.,2010,26-Sep,LT,1,539,595,1580,MUSCLE,V,12.35,-30.94,3.4,.
8379,1,Thieving Bear,.,2011,.,LT,1,501,559,1180,MUSCLE,V,11.79,-30.58,3.06,.
8380,2,Thieving Bear,.,2011,.,LT,1,349,387,390,MUSCLE,V,13.31,-31.92,3.4,.
8381,4,Thieving Bear,.,2011,.,LT,1,420,464,700,MUSCLE,V,12.68,-30.76,3.21,.
8382,5,Thieving Bear,.,2011,.,LT,1,507,557,1440,MUSCLE,V,11.41,-31.39,3.66,.
8383,7,Thieving Bear,.,2011,.,LT,1,614,665,2550,MUSCLE,V,11.73,-31.61,3.84,.
8384,8,Thieving Bear,.,2011,.,LT,1,167,181,40,MUSCLE,V,11.1,-31.96,3.32,.
8385,10,Thieving Bear,.,2011,.,LT,1,208,231,83,MUSCLE,V,11.21,-32.35,3.46,.
8386,11,Thieving Bear,.,2011,.,LT,1,263,293,166,MUSCLE,V,12.15,-31.47,3.21,.
8387,13,Thieving Bear,.,2011,.,LT,1,380,415,545,MUSCLE,V,12.04,-30.63,3.14,.
17015,15,Trout-2,.,2016,17-Sep,LT,1,558,615,2450,MUSCLE,V,10.16,-27.14,4.36,.
17016,17,Trout-2,.,2016,18-Sep,LT,1,809,887,7300,MUSCLE,V,10.95,-24.18,3.48,.
17017,20,Trout-2,.,2016,18-Sep,LT,1,765,845,5700,MUSCLE,V,11.45,-25.46,3.72,.
17018,26,Trout-2,.,2016,18-Sep,LT,1,419,464,820,MUSCLE,V,10.49,-27.35,4.28,.
17019,27,Trout-2,.,2016,18-Sep,LT,1,632,705,3100,MUSCLE,V,10.44,-25.43,3.48,.
17020,37,Trout-2,.,2016,18-Sep,LT,1,698,772,3850,MUSCLE,V,10.53,-24.36,3.16,.
17021,44,Trout-2,.,2016,19-Sep,LT,1,628,695,2600,MUSCLE,V,10.43,-25.02,3.17,.
17022,46,Trout-2,.,2016,19-Sep,LT,1,611,675,2500,MUSCLE,V,9.91,-25.2,3.39,.
17023,48,Trout-2,.,2016,19-Sep,LT,1,640,711,3300,MUSCLE,V,10.72,-23.93,3.44,.
17024,65,Trout-2,.,2016,19-Sep,LT,1,363,401,470,MUSCLE,V,9.99,-25.99,3.42,.
17025,66,Trout-2,.,2016,19-Sep,LT,1,743,809,5800,MUSCLE,V,11.4,-23.01,3.26,.
17026,67,Trout-2,.,2016,19-Sep,LT,1,620,685,2900,MUSCLE,V,10.01,-25.38,3.65,.
17027,68,Trout-2,.,2016,19-Sep,LT,1,709,785,4400,MUSCLE,V,10.13,-25.6,3.49,.
17028,86,Trout-2,.,2016,20-Sep,LT,1,577,637,2500,MUSCLE,V,11.32,-24.7,3.26,.
17029,100,Trout-2,.,2016,20-Sep,LT,1,669,730,2200,MUSCLE,V,11.14,-24.57,3.04,.
17030,101,Trout-2,.,2016,20-Sep,LT,1,579,644,2200,MUSCLE,V,10.27,-25.83,3.6,.
17031,105,Trout-2,.,2016,20-Sep,LT,1,572,629,2120,MUSCLE,V,9.38,-26.14,3.68,.
17032,106,Trout-2,.,2016,21-Sep,LT,1,549,606,2300,MUSCLE,V,10.67,-25.73,3.31,.
17033,112,Trout-2,.,2016,21-Sep,LT,1,576,639,2225,MUSCLE,V,9.89,-25.8,3.53,.
17886,.,Trout-2,.,2016,.,SNAIL,8,.,.,0.29,VISCERA,V,1.05,-23.32,4.61,Physidae
17887,.,Trout-2,.,2016,.,SNAIL,8,.,.,0.21,VISCERA,V,0.88,-22.67,4.64,Physidae
17888,.,Trout-2,.,2016,.,SNAIL,8,.,.,0.18,VISCERA,V,1.07,-22.99,4.53,Physidae
17889,.,Trout-2,.,2016,.,SNAIL,7,.,.,0.16,VISCERA,V,0.65,-22.6,4.5,Physidae
17890,.,Trout-2,.,2016,.,SNAIL,7,.,.,0.13,VISCERA,V,0.74,-22.49,4.47,Physidae
25105,.,Turtleshell,.,2022,17-Aug,AMPHIPOD,56,.,.,.,BODY,V,0.86,-22.96,4.61,Effort 41; nearshore
25106,.,Turtleshell,.,2022,17-Aug,AMPHIPOD,50,.,.,.,BODY,V,0.23,-19.31,4.66,Effort 43; nearshore
25113,.,Turtleshell,.,2022,17-Aug,HEPTAGEN,41,.,.,.,BODY,V,-0.35,-17.73,4.29,.
25160,002-00-001,Turtleshell,.,2022,17-Aug,LT,1,398,440,800,MUSCLE,V,8.16,-31.82,3.49,.
25161,019-00-001,Turtleshell,.,2022,17-Aug,LT,1,195,215,69,MUSCLE,V,9.89,-29.99,3.23,.
25162,041-00-001,Turtleshell,.,2022,17-Aug,LT,1,568,619,1983,MUSCLE,V,9.43,-25.89,3.28,.
25163,041-00-002,Turtleshell,.,2022,17-Aug,LT,1,424,470,428,MUSCLE,V,8.37,-30.46,3.36,.
25164,041-00-004,Turtleshell,.,2022,17-Aug,LT,1,397,444,812,MUSCLE,V,8.66,-30.42,3.54,.
25165,044-00-001,Turtleshell,.,2022,17-Aug,LT,1,391,436,744,MUSCLE,V,8.38,-30.33,3.76,.
25166,045-00-001,Turtleshell,.,2022,17-Aug,LT,1,290,322,287,MUSCLE,V,9.64,-31.09,3.31,.
25167,047-00-001,Turtleshell,.,2022,17-Aug,LT,1,371,417,678,MUSCLE,V,8.37,-30.89,3.25,.
25168,047-00-007,Turtleshell,.,2022,17-Aug,LT,1,358,404,639,MUSCLE,V,9.24,-29.4,3.46,.
25169,050-00-003,Turtleshell,.,2022,17-Aug,LT,1,419,462,841,MUSCLE,V,8.56,-29.94,3.25,.
25197,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,61,12.9,MUSCLE,V,2.11,-29.76,3.97,Anodontoides ferussacianus
25198,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,69,22.1,MUSCLE,V,1.75,-29.46,4.15,Anodontoides ferussacianus
25199,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,71,17.9,MUSCLE,V,2.42,-30.15,4.09,Anodontoides ferussacianus
25200,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,70,18.3,MUSCLE,V,2.83,-29.72,4.21,Anodontoides ferussacianus
25201,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,92,29.6,MUSCLE,V,1.94,-29.61,4.06,Anodontoides ferussacianus
25202,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,90,34.9,MUSCLE,V,1.75,-30.13,4.38,Anodontoides ferussacianus
25203,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,85,31.8,MUSCLE,V,2.31,-29.22,3.86,Anodontoides ferussacianus
25204,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,100,46,MUSCLE,V,2.47,-29.47,3.84,Anodontoides ferussacianus
25205,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,105,47.3,MUSCLE,V,2.75,-30.25,3.82,Anodontoides ferussacianus
25206,.,Turtleshell,.,2022,17-Aug,CLAM,1,.,110,73.9,MUSCLE,V,3.28,-29.16,3.76,Pyganodon grandis
25462,.,Turtleshell,.,2022,17-Aug,LT,1,.,99,6.72,MUSCLE,V,8.02,-31.95,3.48,.
25491,.,Turtleshell,.,2022,17-Aug,SNAIL,7,.,.,0.1,VISCERA,V,1.39,-19.56,4.18,.
25493,.,Turtleshell,.,2022,17-Aug,HEPTAGEN,16,.,.,.,BODY,O,7.77,-26.48,3.33,unusual for HEPTAGEN
1316,.,Wanapitei,.,2006,.,LT,1,232,.,141.5,MUSCLE,V,11.48,-25.23,3.1,.
1317,.,Wanapitei,.,2006,.,LT,1,201,.,70.5,MUSCLE,V,10.89,-25.6,3.05,.
1318,.,Wanapitei,.,2006,.,LT,1,179,.,56,MUSCLE,V,10.87,-25.65,3.07,.
1319,.,Wanapitei,.,2006,.,LT,1,181,.,65.1,MUSCLE,V,10.68,-25.79,3.19,.
1320,.,Wanapitei,.,2006,.,LT,1,186,.,74.1,MUSCLE,V,11.08,-25.64,3.16,.
1321,.,Wanapitei,.,2006,.,LT,1,187,.,62.7,MUSCLE,V,10.83,-25.61,3.15,.
1347,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,23.2,MUSCLE,V,6.66,-20.2,3.33,.
1348,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,19.8,MUSCLE,V,7.04,-20.49,3.63,.
1349,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,15.8,MUSCLE,V,6.54,-21.07,3.51,.
1350,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,16.3,MUSCLE,V,6.55,-22.22,3.36,.
1351,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,16.2,MUSCLE,V,6.56,-20.78,3.28,.
1352,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,23.8,MUSCLE,V,6.47,-21.08,3.47,.
1353,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,21.5,MUSCLE,V,6.99,-21.22,3.5,.
1354,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,12.7,MUSCLE,V,6.18,-20.31,3.33,.
1355,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,21.5,MUSCLE,V,7.19,-20.9,3.39,.
1356,.,Wanapitei,.,2006,.,CRAYFISH,1,.,.,.,MUSCLE,V,8.52,-21.21,3.39,.
2396,.,Wanapitei,.,2007,.,CLAM,1,.,.,17.6,MUSCLE,V,2.16,-28.51,4.1,.
2397,.,Wanapitei,.,2007,.,CLAM,1,.,.,36.2,MUSCLE,V,2.57,-28.46,4.07,.
2398,.,Wanapitei,.,2007,.,CLAM,1,.,.,10.3,MUSCLE,V,2.2,-28.61,3.96,.
2399,.,Wanapitei,.,2007,.,CLAM,1,.,.,13,MUSCLE,V,2.33,-28.55,4.11,.
2400,.,Wanapitei,.,2007,.,CLAM,1,.,.,16.1,MUSCLE,V,1.93,-28.39,4.02,.
2401,.,Wanapitei,.,2007,.,CLAM,1,.,.,21.6,MUSCLE,V,2.2,-28.51,3.87,.
2402,.,Wanapitei,.,2007,.,CLAM,1,.,.,19.1,MUSCLE,V,2.64,-28.6,3.88,.
2403,.,Wanapitei,.,2007,.,CLAM,1,.,.,31,MUSCLE,V,2.58,-28.67,4.02,.
2404,.,Wanapitei,.,2007,.,CLAM,1,.,.,40.8,MUSCLE,V,2.43,-28.66,4.1,.
2405,.,Wanapitei,.,2007,.,CLAM,1,.,.,42.4,MUSCLE,V,2.64,-28.78,4.33,.
4180,1,Wanapitei,.,2009,28-May,LT,1,650,705,3000,MUSCLE,V,12.16,-27.02,3.9,.
4181,2,Wanapitei,.,2009,28-May,LT,1,519,568,1498.6,MUSCLE,V,12.88,-26.91,3.84,.
4182,3,Wanapitei,.,2009,28-May,LT,1,526,575,1537.3,MUSCLE,V,12.37,-27.56,4.3,.
4183,4,Wanapitei,.,2009,28-May,LT,1,348,384,428.4,MUSCLE,V,12.34,-26.65,3.62,.
4184,24,Wanapitei,.,2009,02-Jun,LT,1,539,590,1817.5,MUSCLE,V,12.36,-27.29,4.19,.
4760,49-00-001,Wanapitei,.,2010,.,LT,1,420,455,760,MUSCLE,V,11.9,-26.16,3.2,.
4829,26-00-001,Wanapitei,.,2010,.,LT,1,343,378,420,MUSCLE,V,12.23,-25.62,3.2,.
4830,54-00-003,Wanapitei,.,2010,.,LT,1,537,589,1625,MUSCLE,V,12.49,-26.82,4.14,.
4831,54-00-004,Wanapitei,.,2010,.,LT,1,468,512,1100,MUSCLE,V,11.37,-26.03,3.61,.
4832,58-00-002,Wanapitei,.,2010,.,LT,1,295,327,263,MUSCLE,V,12.47,-25.72,3.31,.
21492,1,White Oak,.,2019,30-Jun,LT,1,450,500,950,MUSCLE,V,9.36,-26.58,3.3,.
21493,3,White Oak,.,2019,30-Jun,LT,1,470,510,1100,MUSCLE,V,8.89,-27.21,3.24,.
21494,2,White Oak,.,2019,30-Jun,LT,1,180,200,50,MUSCLE,V,9.26,-29.02,3.4,.
21495,10,White Oak,.,2019,30-Jun,LT,1,455,500,960,MUSCLE,V,9.09,-26.64,3.82,.
21496,43,White Oak,.,2019,30-Jun,LT,1,522,565,1350,MUSCLE,V,8.96,-27.71,3.81,.
21497,38,White Oak,.,2019,30-Jun,LT,1,245,260,130,MUSCLE,V,8.78,-28.57,3.34,.
21498,39,White Oak,.,2019,30-Jun,LT,1,400,440,620,MUSCLE,V,8.86,-26.75,3.26,.
21499,42,White Oak,.,2019,30-Jun,LT,1,525,565,1300,MUSCLE,V,9.55,-26.28,3.19,.
21500,48,White Oak,.,2019,30-Jun,LT,1,455,500,1000,MUSCLE,V,8.64,-28.85,3.29,.
21501,47,White Oak,.,2019,30-Jun,LT,1,141,153,25,MUSCLE,V,8.84,-30.02,3.91,.
21802,.,White Oak,.,2019,30-Jun,CRAYFISH,1,.,.,5.8,MUSCLE,V,4.38,-25.28,3.93,.
21803,.,White Oak,.,2019,30-Jun,CRAYFISH,1,.,.,2.8,MUSCLE,V,5.58,-25.25,3.57,.
21804,.,White Oak,.,2019,30-Jun,CRAYFISH,1,.,.,9.4,MUSCLE,V,5.41,-23.91,3.45,.
21232,.,White Pine,.,2019,24-Jul,HEPTAGEN,10,.,.,.,BODY,V,0.32,-25.05,5.22,.
21502,11,White Pine,.,2019,24-Jul,LT,1,500,550,1148,MUSCLE,V,11.06,-24.78,3.27,.
21503,12,White Pine,.,2019,24-Jul,LT,1,450,510,838,MUSCLE,V,10.92,-24.58,3.16,.
21504,13,White Pine,.,2019,24-Jul,LT,1,460,490,875,MUSCLE,V,10.46,-25.85,3.4,.
21505,15,White Pine,.,2019,24-Jul,LT,1,380,410,530,MUSCLE,V,8.63,-30.55,3.81,.
21506,16,White Pine,.,2019,24-Jul,LT,1,400,430,469,MUSCLE,V,8.82,-30.53,4.14,.
21507,19,White Pine,.,2019,24-Jul,LT,1,350,390,403,MUSCLE,V,8.08,-29.34,3.46,.
21508,27,White Pine,.,2019,24-Jul,LT,1,427,476,925,MUSCLE,V,9.64,-26.07,3.31,.
21509,28,White Pine,.,2019,24-Jul,LT,1,376,419,650,MUSCLE,V,9.96,-26.74,3.59,.
21510,29,White Pine,.,2019,24-Jul,LT,1,286,321,235,MUSCLE,V,8.1,-29.89,3.3,.
21511,32,White Pine,.,2019,24-Jul,LT,1,435,460,740,MUSCLE,V,9.38,-27.6,3.25,.
21677,357,White Pine,.,2019,24-Jul,LT,1,216,225,86.5,MUSCLE,V,8.36,-30.9,3.29,.
21678,504,White Pine,.,2019,24-Jul,LT,1,186,207,64.9,MUSCLE,V,8.36,-30.99,3.28,.
21679,358,White Pine,.,2019,24-Jul,LT,1,175,191,50.5,MUSCLE,V,8.38,-30.54,3.25,.
21680,501,White Pine,.,2019,24-Jul,LT,1,170,190,51.1,MUSCLE,V,8.73,-30.75,3.32,.
21681,354,White Pine,.,2019,24-Jul,LT,1,150,170,.,MUSCLE,V,8.38,-30.27,3.32,.
21713,.,White Pine,.,2019,24-Jul,CRAYFISH,1,.,.,4.9,MUSCLE,V,4.99,-28.35,3.49,freez-dried sample had odd colour and texture
21714,.,White Pine,.,2019,24-Jul,CRAYFISH,1,.,.,2.6,MUSCLE,V,5.1,-22.74,3.44,.
21715,.,White Pine,.,2019,24-Jul,CRAYFISH,1,.,.,3.9,MUSCLE,V,4.65,-23.94,3.42,.
21716,.,White Pine,.,2019,24-Jul,CRAYFISH,1,.,.,4.9,MUSCLE,V,5.44,-22.2,3.36,.
21717,.,White Pine,.,2019,24-Jul,CRAYFISH,1,.,.,12.6,MUSCLE,V,4.69,-30.72,3.58,.
21718,.,White Pine,.,2019,24-Jul,CRAYFISH,1,.,.,5.5,MUSCLE,V,3.86,-26.08,3.44,.
4218,30,Windy,.,2009,24-Jun,LT,1,295,320,242,MUSCLE,V,10.49,-25.11,3.36,.
4219,59,Windy,.,2009,25-Jun,LT,1,295,327,240,MUSCLE,V,10.92,-25.19,3.3,.
4220,69,Windy,.,2009,26-Jun,LT,1,340,377,385,MUSCLE,V,9.62,-24.55,3.25,.
4221,127,Windy,.,2009,30-Jun,LT,1,309,344,289.5,MUSCLE,V,10.65,-25.02,3.33,.
4222,128,Windy,.,2009,30-Jun,LT,1,280,313,195.3,MUSCLE,V,10.08,-24.99,3.37,.
4223,133,Windy,.,2009,30-Jun,LT,1,511,573,1456.5,MUSCLE,V,10.63,-24.8,3.32,.
4224,134,Windy,.,2009,13-Aug,LT,1,488,547,1382,MUSCLE,V,11.03,-25.46,4.05,.
4225,135,Windy,.,2009,13-Aug,LT,1,502,553,1509,MUSCLE,V,10.7,-26.5,4.71,.
4226,136,Windy,.,2009,13-Aug,LT,1,295,325,233,MUSCLE,V,10.02,-25.31,3.37,.
4264,1,Windy,.,2010,03-Feb,LT,1,690,761,3810,MUSCLE,V,10.44,-25.93,4.44,.
4265,2,Windy,.,2010,07-Feb,LT,1,370,412,481,MUSCLE,V,10.16,-24.66,3.24,.
4622,.,Windy,.,2010,.,SNAIL,7,.,.,0.13,VISCERA,V,0.71,-21.85,4.26,Planorbidae
4623,.,Windy,.,2010,.,SNAIL,18,.,.,0.3,VISCERA,V,1.44,-21.33,4.15,"dark, spiral"
4624,.,Windy,.,2010,.,SNAIL,1,.,.,4,VISCERA,V,2.11,-27.99,3.67,"light, spiral"
4625,.,Windy,.,2010,.,SNAIL,1,.,.,5.2,VISCERA,V,1.84,-26.61,4.27,"light, spiral"
4626,.,Windy,.,2010,.,SNAIL,5,.,.,2.2,VISCERA,V,2.9,-27.12,4.82,"light, spiral"
4627,.,Windy,.,2010,.,SNAIL,5,.,.,1.8,VISCERA,V,3.06,-27.02,4.43,"light, spiral"
4628,.,Windy,.,2010,.,SNAIL,7,.,.,1.5,VISCERA,V,2.38,-27.36,4.95,"light, spiral"
4629,.,Windy,.,2010,.,SNAIL,13,.,.,0.9,VISCERA,V,2.64,-28.47,4.69,"light, spiral"
4630,.,Windy,.,2010,.,SNAIL,9,.,.,0.69,VISCERA,V,2.44,-27.9,4.75,"light, spiral"
4631,.,Windy,.,2010,.,SNAIL,30,.,.,0.24,VISCERA,V,2.71,-29.02,4.27,"light, spiral"
18066,.,Windy,.,2017,27-Jun,HEPTAGEN,7,.,.,0.06,BODY,V,-0.67,-23.34,4.82,.
18067,.,Windy,.,2017,27-Jun,HEPTAGEN,14,.,.,0.02,BODY,V,0.05,-23.76,4.88,.
18068,.,Windy,.,2017,27-Jun,EPHEMERELL,10,.,.,0.01,BODY,V,-0.64,-25.17,6.04,.
18069,.,Windy,.,2017,27-Jun,EPHEMERELL,9,.,.,0.02,BODY,V,-0.92,-25.12,5.67,.
5039,01-00-010,Winnange,.,2010,.,LT,1,.,565,1473,MUSCLE,V,9.38,-25.88,3.64,.
5040,02-00-002,Winnange,.,2010,.,LT,1,.,594,1610,MUSCLE,V,9.37,-25.84,3.58,.
5041,05-00-010,Winnange,.,2010,.,LT,1,.,481,872,MUSCLE,V,9.86,-25.5,3.39,.
5042,05-00-012,Winnange,.,2010,.,LT,1,.,431,654,MUSCLE,V,10.39,-25.24,3.33,.
5043,05-00-013,Winnange,.,2010,.,LT,1,.,424,516,MUSCLE,V,9.85,-24.87,3.26,.
5044,10-00-001,Winnange,.,2010,.,LT,1,.,690,3060,MUSCLE,V,10.34,-23.14,3.46,.
5045,10-00-002,Winnange,.,2010,.,LT,1,.,516,1228,MUSCLE,V,10.74,-25.07,3.55,.
5046,18-00-001,Winnange,.,2010,.,LT,1,.,610,2002,MUSCLE,V,8.99,-25.14,3.86,.
5047,38-00-001,Winnange,.,2010,.,LT,1,.,800,4560,MUSCLE,V,11.63,-24.72,4.58,.
5048,39-00-001,Winnange,.,2010,.,LT,1,.,432,490,MUSCLE,V,10.58,-24.45,3.39,.
16559,11,Winnange,.,2016,21-Jul,LT,1,.,571,1900,MUSCLE,V,10.48,-25.48,3.92,.
16560,17,Winnange,.,2016,21-Jul,LT,1,.,722,3400,MUSCLE,V,10.04,-24.93,3.67,.
17871,.,Winnange,.,2016,.,CLAM,1,.,81,39.4,MUSCLE,V,1.02,-27.64,3.86,.
17872,.,Winnange,.,2016,.,CLAM,1,.,81,32.5,MUSCLE,V,0.65,-27.87,3.89,.
17873,.,Winnange,.,2016,.,CLAM,1,.,86,38,MUSCLE,V,0.73,-28.11,4.04,.
17874,.,Winnange,.,2016,.,CLAM,1,.,85,40.6,MUSCLE,V,0.4,-27.94,4.31,.
17875,.,Winnange,.,2016,.,CLAM,1,.,78,33,MUSCLE,V,0.13,-28.09,4.58,.
17876,.,Winnange,.,2016,.,CLAM,1,.,82,41,MUSCLE,V,0.85,-27.88,4.06,.
17877,.,Winnange,.,2016,.,CLAM,1,.,84,36.6,MUSCLE,V,0.59,-27.49,3.6,.
17878,.,Winnange,.,2016,.,CLAM,1,.,78,31.7,MUSCLE,V,0.63,-27.87,3.84,.
17879,.,Winnange,.,2016,.,CLAM,1,.,81,31.7,MUSCLE,V,0.74,-27.04,3.64,.
17880,.,Winnange,.,2016,.,CLAM,1,.,81,42.7,MUSCLE,V,0.35,-27.92,3.98,.
17881,.,Winnange,.,2016,.,CLAM,1,.,77,41.2,MUSCLE,V,1.02,-27.37,3.69,.
17882,.,Winnange,.,2016,.,CLAM,1,.,73,22.6,MUSCLE,V,0.47,-27.93,4.33,.
17883,.,Winnange,.,2016,.,CLAM,1,.,66,20.8,MUSCLE,V,0.65,-27.86,3.94,.
17884,.,Winnange,.,2016,.,CLAM,1,.,79,34.2,MUSCLE,V,0.73,-27.94,4.05,.
17885,.,Winnange,.,2016,.,CLAM,1,.,69,21.9,MUSCLE,V,0.69,-27.99,4.07,.
21522,10,Wolf,.,2019,17-Jul,LT,1,220,230,90,MUSCLE,V,7.61,-30.37,3.54,.
21523,1,Wolf,.,2019,17-Jul,LT,1,585,638,2100,MUSCLE,V,8.53,-26.99,3.63,.
21524,2,Wolf,.,2019,17-Jul,LT,1,545,595,1640,MUSCLE,V,8.54,-26.77,3.33,.
21525,3,Wolf,.,2019,17-Jul,LT,1,545,565,1440,MUSCLE,V,8.38,-26.9,3.35,.
21526,23,Wolf,.,2019,17-Jul,LT,1,591,641,2300,MUSCLE,V,8.66,-26.13,3.3,.
21527,25,Wolf,.,2019,17-Jul,LT,1,550,600,1810,MUSCLE,V,8.43,-27.52,3.33,.
21528,26,Wolf,.,2019,17-Jul,LT,1,490,540,1250,MUSCLE,V,8.3,-27.06,3.28,.
21529,11,Wolf,.,2019,17-Jul,LT,1,325,353,350,MUSCLE,V,7.71,-29.68,3.68,.
21530,12,Wolf,.,2019,17-Jul,LT,1,285,310,250,MUSCLE,V,7.93,-28.81,3.43,.
21531,13,Wolf,.,2019,17-Jul,LT,1,295,320,260,MUSCLE,V,7.54,-28.83,3.39,.
23312,.,Wolf,.,2019,17-Jul,CRAYFISH,1,.,.,7.18,MUSCLE,V,4.89,-24.35,3.47,.
23313,.,Wolf,.,2019,17-Jul,CRAYFISH,1,.,.,7,MUSCLE,V,4.93,-24.27,3.48,.
23314,.,Wolf,.,2019,17-Jul,CRAYFISH,1,.,.,3.75,MUSCLE,V,4.77,-25.23,3.85,.
23315,.,Wolf,.,2019,17-Jul,CRAYFISH,1,.,.,3.5,MUSCLE,V,4.35,-25.57,3.97,.
