SIA SAM,FISH,WBY,REGION,YEAR,DAY,TAXON,COMP,FLEN,TLEN,RWT,Tissue,Check,Del 15N,Del 13C,C/N,Comments
25293,041-00-001,Manitou-2,.,2022,20-Jul,LT,1,411,450,763,MUSCLE,V,9.56,-30.66,3.48,.
25294,042-00-001,Manitou-2,.,2022,20-Jul,LT,1,442,480,868,MUSCLE,V,9.43,-29.76,3.68,.
25295,044-00-001,Manitou-2,.,2022,20-Jul,LT,1,262,290,153,MUSCLE,V,9.79,-29.42,3.18,.
25296,047-00-001,Manitou-2,.,2022,20-Jul,LT,1,330,361,348,MUSCLE,V,9.81,-29.93,3.24,.
25297,105-00-001,Manitou-2,.,2022,20-Jul,LT,1,690,746,3188,MUSCLE,V,11.75,-28.66,3.45,.
25381,.,Manitou-2,.,2022,20-Jul,CRAYFISH,2,.,.,2.27,MUSCLE,V,3.02,-25.54,3.48,.
25382,.,Manitou-2,.,2022,20-Jul,CRAYFISH,1,.,.,4.92,MUSCLE,V,3.53,-25.37,3.38,.
25383,.,Manitou-2,.,2022,20-Jul,CRAYFISH,1,.,.,23.93,MUSCLE,V,6.13,-25.04,4.1,.
25494,.,Manitou-2,.,2022,20-Jul,HEPTAGEN,15,.,.,.,BODY,V,0.98,-27.4,5.6,.
25495,.,Manitou-2,.,2022,20-Jul,HEPTAGEN,12,.,.,.,BODY,V,0.11,-24.36,5.1,.
4382,59,McKay,.,2010,30-May,LT,1,692,758,3900,MUSCLE,V,11.42,-28.16,3.76,.
4383,60,McKay,.,2010,30-May,LT,1,700,770,4400,MUSCLE,V,12.48,-30.36,3.81,.
4384,61,McKay,.,2010,30-May,LT,1,605,667,2200,MUSCLE,V,11.67,-29.59,3.39,.
4385,62,McKay,.,2010,30-May,LT,1,714,790,5500,MUSCLE,V,12.79,-31.77,5.02,.
4386,76,McKay,.,2010,30-May,LT,1,655,714,3000,MUSCLE,V,11.82,-28.86,3.37,.
4387,92,McKay,.,2010,30-May,LT,1,628,692,2650,MUSCLE,V,11.71,-27.8,3.23,.
4388,93,McKay,.,2010,30-May,LT,1,708,774,3850,MUSCLE,V,11.96,-29.67,3.56,.
4389,94,McKay,.,2010,30-May,LT,1,718,782,4400,MUSCLE,V,12.47,-28.31,3.35,.
4390,95,McKay,.,2010,30-May,LT,1,709,770,4400,MUSCLE,V,11.74,-30.56,4.35,.
4391,96,McKay,.,2010,30-May,LT,1,626,682,2700,MUSCLE,V,11.66,-28.88,3.81,.
4392,97,McKay,.,2010,30-May,LT,1,588,645,2450,MUSCLE,V,11.56,-29.4,4.04,.
4453,.,McKay,.,2010,30-May,CLAM,1,80,80,49.9,MUSCLE,V,3.34,-31.54,4.31,.
4454,.,McKay,.,2010,30-May,CLAM,1,88,88,69.3,MUSCLE,V,3.77,-30.83,3.72,.
4455,.,McKay,.,2010,30-May,CLAM,1,81,81,53.6,MUSCLE,V,3.64,-31.41,3.97,.
4456,.,McKay,.,2010,30-May,CLAM,1,88,88,46.2,MUSCLE,V,4.45,-32.68,4.12,.
4457,.,McKay,.,2010,30-May,CLAM,1,75,75,47.2,MUSCLE,V,3.5,-31.59,4.12,.
4458,.,McKay,.,2010,30-May,CLAM,1,73,73,27.5,MUSCLE,V,4.32,-31.8,3.97,.
4459,.,McKay,.,2010,30-May,CLAM,1,79,79,46.8,MUSCLE,V,3.88,-31.54,4.07,.
4460,.,McKay,.,2010,30-May,CLAM,1,84,84,53.5,MUSCLE,V,3.9,-31.34,3.77,.
4461,.,McKay,.,2010,30-May,CLAM,1,70,70,.,MUSCLE,V,4.25,-31.9,4.15,.
4462,.,McKay,.,2010,30-May,CLAM,1,68,68,23.8,MUSCLE,V,4.37,-31.93,4.16,.
4463,.,McKay,.,2010,30-May,CLAM,1,75,75,42.7,MUSCLE,V,3.45,-31.26,3.97,.
4464,.,McKay,.,2010,30-May,CLAM,1,83,83,55.3,VISCERA,V,3.26,-31.99,5.13,.
4465,.,McKay,.,2010,30-May,CLAM,1,76,76,46.3,VISCERA,V,3.58,-31.95,5.59,.
4466,.,McKay,.,2010,30-May,CLAM,1,89,89,56.1,VISCERA,V,3.4,-31.13,4.12,.
4467,.,McKay,.,2010,30-May,CLAM,1,83,83,55.6,VISCERA,V,3.34,-31.87,4.82,.
4468,.,McKay,.,2010,30-May,CLAM,1,88,88,55,VISCERA,V,3,-31.43,4.39,.
4469,.,McKay,.,2010,30-May,CLAM,1,70,70,24.3,VISCERA,V,4.43,-32.32,4.58,.
4470,.,McKay,.,2010,30-May,CLAM,1,75,75,43.1,VISCERA,V,3.95,-31.66,4.83,.
4471,.,McKay,.,2010,30-May,CLAM,1,82,82,39.6,VISCERA,V,4.69,-32.87,4.48,.
4472,.,McKay,.,2010,30-May,CLAM,1,74,74,46.5,VISCERA,V,3.67,-32.01,4.83,.
4473,.,McKay,.,2010,30-May,CLAM,1,82,82,29.1,VISCERA,V,4.45,-33.05,4.83,.
4474,.,McKay,.,2010,30-May,CLAM,1,53,53,7.4,VISCERA,V,3.51,-32.4,5.04,.
9683,.,McKay,.,2012,.,CLAM,1,87,87,48.4,MUSCLE,V,3.98,-32.01,4.73,.
9684,.,McKay,.,2012,.,CLAM,1,51,51,9.7,MUSCLE,V,3.26,-31.7,5.56,.
9685,.,McKay,.,2012,.,CLAM,1,77,77,31,MUSCLE,V,4.03,-31.5,4.22,.
9686,.,McKay,.,2012,.,CLAM,1,71,71,28.6,MUSCLE,V,3.86,-32.46,5.99,.
9687,.,McKay,.,2012,.,CLAM,1,85,85,44.5,MUSCLE,V,4.15,-31.53,3.86,.
9688,.,McKay,.,2012,.,CLAM,1,74,74,30.8,MUSCLE,V,4.14,-31.67,4.14,.
9689,.,McKay,.,2012,.,CLAM,1,88,88,46,MUSCLE,V,4.09,-31.74,4.03,.
9690,.,McKay,.,2012,.,CLAM,1,79,79,27.7,MUSCLE,V,4.02,-32.43,5.55,.
9691,.,McKay,.,2012,.,CLAM,1,68,68,24.8,MUSCLE,V,3.63,-31.42,3.89,.
9692,.,McKay,.,2012,.,CLAM,1,61,61,15.6,MUSCLE,V,3.38,-31.54,4.19,.
19107,07-02-000-015,McKay,.,2017,18-Jul,LT,1,.,345,335,MUSCLE,V,11.17,-29.57,3.54,.
19108,24-02-000-007,McKay,.,2017,18-Jul,LT,1,.,701,3350,MUSCLE,V,11.63,-29.14,3.67,.
19109,28-01-000-001,McKay,.,2017,18-Jul,LT,1,.,631,2300,MUSCLE,V,12.07,-29.08,3.55,.
19110,42-02-000-012,McKay,.,2017,18-Jul,LT,1,.,851,5000,MUSCLE,V,13.12,-30.01,3.43,.
25031,34,Mendelssohn,.,2022,24-Aug,LT,1,595,651,2190,MUSCLE,V,10.95,-28.32,3.66,.
25032,64,Mendelssohn,.,2022,24-Aug,LT,1,315,350,280,MUSCLE,V,10.36,-28.57,3.14,.
25033,65,Mendelssohn,.,2022,24-Aug,LT,1,268,300,170,MUSCLE,V,10.44,-28.46,3.13,.
25034,79,Mendelssohn,.,2022,24-Aug,LT,1,555,610,1690,MUSCLE,V,10.56,-28.57,3.79,.
25035,81,Mendelssohn,.,2022,24-Aug,LT,1,495,546,1200,MUSCLE,V,10.52,-28.25,3.46,.
25036,83,Mendelssohn,.,2022,24-Aug,LT,1,401,441,600,MUSCLE,V,10.44,-27.98,3.32,.
25037,87,Mendelssohn,.,2022,24-Aug,LT,1,363,403,430,MUSCLE,V,10.12,-27.69,3.2,.
25038,119,Mendelssohn,.,2022,24-Aug,LT,1,450,500,865,MUSCLE,V,10.36,-27.25,3.17,.
25039,128,Mendelssohn,.,2022,24-Aug,LT,1,652,709,3750,MUSCLE,V,11.13,-26.21,3.43,.
25040,129,Mendelssohn,.,2022,24-Aug,LT,1,191,212,52,MUSCLE,V,10.43,-28.55,3.3,.
25187,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,63,19.8,MUSCLE,V,1.9,-28.9,4.46,Elliptio complanata
25188,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,64,22.9,MUSCLE,V,2.22,-27.8,3.76,Elliptio complanata
25189,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,63,19.1,MUSCLE,V,1.84,-28.73,3.96,Elliptio complanata
25190,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,73,35.3,MUSCLE,V,1.98,-28.49,4.12,Elliptio complanata
25191,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,79,41.4,MUSCLE,V,1.62,-28.83,4.01,Elliptio complanata
25192,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,80,46.1,MUSCLE,V,2.48,-29.12,4.09,Elliptio complanata
25193,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,78,37.6,MUSCLE,V,1.79,-28.93,3.99,Elliptio complanata
25194,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,77,27,MUSCLE,V,2.39,-30.23,4.19,Anodontoides ferussacianus
25195,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,91,37.4,MUSCLE,V,2.89,-30.34,3.93,Pyganodon grandis
25196,.,Mendelssohn,.,2022,24-Aug,CLAM,1,.,97,65,MUSCLE,V,2.25,-28.38,3.71,Elliptio complanata
25563,.,Mendelssohn,.,2022,24-Aug,SNAIL,3,.,.,0.71,MUSCLE,V,2.36,-26.12,4.66,Hydrobiidae
25564,.,Mendelssohn,.,2022,24-Aug,SNAIL,2,.,.,1,MUSCLE,V,3.99,-26.62,4.2,Hydrobiidae
25565,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.17,MUSCLE,V,4.32,-27.13,3.93,Hydrobiidae
25566,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.32,MUSCLE,V,3.97,-26.78,4.67,Hydrobiidae
25567,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.78,MUSCLE,V,3.6,-26.72,4.55,Hydrobiidae
25568,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.73,MUSCLE,V,2.34,-27.62,4.29,Hydrobiidae
25569,.,Mendelssohn,.,2022,24-Aug,SNAIL,1,.,.,1.79,MUSCLE,V,3.04,-26.44,3.82,Hydrobiidae
25574,.,Mendelssohn,.,2022,24-Aug,HEPTAGEN,20,.,.,.,BODY,V,3.19,-24.55,4.41,.
4776,17-00-001,Mesomikenda,.,2010,.,LT,1,.,650,2050,MUSCLE,V,12.5,-18.91,3.15,very high del13C; recently stocked?
4777,37-00-001,Mesomikenda,.,2010,.,LT,1,.,608,1945,MUSCLE,V,11.9,-22.26,3.28,very high del13C; recently stocked?
9693,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,1.2,MUSCLE,V,5.29,-22.39,3.5,.
9694,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,4,MUSCLE,V,5.25,-24.65,3.53,.
9695,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,.,MUSCLE,V,5.38,-23.5,3.74,.
9696,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,1.4,MUSCLE,V,5.18,-23.23,3.54,.
9697,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,2.6,MUSCLE,V,4.95,-21.07,3.41,.
9698,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,3.7,MUSCLE,V,5.84,-25.53,3.42,.
9699,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,3.8,MUSCLE,V,4.82,-24.57,3.38,.
9700,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,4.3,MUSCLE,V,5.45,-22.41,3.47,.
9701,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,5.7,MUSCLE,V,5.65,-27.13,3.41,.
9702,.,Mesomikenda,.,2012,29-Jun,CRAYFISH,1,.,.,5.8,MUSCLE,V,6.13,-29.95,3.5,.
14578,12-01-001,Mesomikenda,.,2015,28-May,LT,1,.,627,2350,MUSCLE,V,11.53,-29.95,3.57,.
15671,1,Mesomikenda,.,2016,25-Oct,LT,1,642,693,2450,MUSCLE,V,11.41,-26.77,3.28,.
16012,2,Mesomikenda,.,2016,25-Oct,LT,1,571,634,2050,MUSCLE,V,11.76,-30.5,3.6,.
16141,3,Mesomikenda,.,2016,25-Oct,LT,1,798,865,6100,MUSCLE,V,11.65,-27.79,3.41,.
19513,.,Mesomikenda,.,2016,.,SNAIL,4,.,.,0.18,VISCERA,V,1.58,-23.08,4.54,Physidae
19514,.,Mesomikenda,.,2016,.,SNAIL,1,.,.,1.5,VISCERA,V,2.53,-26.09,4.64,Lymnaeidae
19515,.,Mesomikenda,.,2016,.,SNAIL,2,.,.,0.8,VISCERA,V,1.07,-19.07,5.5,Planorbidae
19516,.,Mesomikenda,.,2016,.,SNAIL,1,.,.,1.2,VISCERA,V,0.86,-21.52,4.84,Planorbidae
19517,.,Mesomikenda,.,2016,.,SNAIL,1,.,.,6.8,VISCERA,V,1.73,-22.59,5.39,Lymnaeidae
19518,.,Mesomikenda,.,2016,.,SNAIL,1,.,.,10.9,VISCERA,V,1.1,-18.23,5.95,Lymnaeidae
19519,.,Mesomikenda,.,2016,.,SNAIL,2,.,.,0.65,VISCERA,V,0.95,-23.8,4.54,Physidae
19520,.,Mesomikenda,.,2016,.,SNAIL,5,.,.,0.22,VISCERA,V,2.02,-23.76,4.36,Physidae
19521,.,Mesomikenda,.,2016,.,SNAIL,3,.,.,0.33,VISCERA,V,1.62,-23.42,4.49,Physidae
19522,.,Mesomikenda,.,2016,.,SNAIL,2,.,.,0.55,VISCERA,V,0.73,-23.01,4.45,Physidae
18100,32,Mesomikenda,.,2017,19-Jul,LT,1,.,660,2340,MUSCLE,V,11.7,-30.14,3.95,.
18101,96,Mesomikenda,.,2017,21-Jul,LT,1,.,685,3120,MUSCLE,V,11.87,-29.32,3.47,.
18102,97,Mesomikenda,.,2017,21-Jul,LT,1,.,686,2670,MUSCLE,V,11.94,-29.27,3.34,.
18103,224,Mesomikenda,.,2017,26-Jul,LT,1,.,633,2200,MUSCLE,V,11.87,-28.66,3.18,.
1743,701,Midlothian,.,2008,.,LT,1,.,195,.,MUSCLE,V,11.24,-26.35,3.18,.
1744,451,Midlothian,.,2008,.,LT,1,.,223,.,MUSCLE,V,11.06,-25.93,3.17,.
1745,702,Midlothian,.,2008,.,LT,1,.,310,.,MUSCLE,V,11.49,-26.09,3.26,.
1746,1109,Midlothian,.,2008,.,LT,1,.,364,.,MUSCLE,V,12.16,-25.78,3.17,.
1747,436,Midlothian,.,2008,.,LT,1,.,434,.,MUSCLE,V,12.24,-26.73,3.25,.
1748,435,Midlothian,.,2008,.,LT,1,.,462,.,MUSCLE,V,12.48,-27.93,3.93,.
1749,438,Midlothian,.,2008,.,LT,1,.,562,.,MUSCLE,V,12.61,-26.57,3.35,.
1750,1307,Midlothian,.,2008,.,LT,1,.,563,.,MUSCLE,V,11.73,-25.58,3.65,.
1751,1304,Midlothian,.,2008,.,LT,1,.,614,.,MUSCLE,V,12.45,-27.24,3.63,.
1752,1174,Midlothian,.,2008,.,LT,1,.,676,.,MUSCLE,V,13.79,-28.32,3.97,.
2097,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,0.9,MUSCLE,V,4.82,-18.96,3.39,.
2098,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,1.7,MUSCLE,V,5.17,-19.25,3.36,.
2099,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,2.3,MUSCLE,V,5.08,-19.63,3.4,.
2100,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,2.5,MUSCLE,V,5.35,-18.64,3.52,.
2101,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,2.3,MUSCLE,V,5.51,-20.1,3.36,.
2102,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,2.7,MUSCLE,V,6.06,-19.72,3.27,.
2103,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,3.3,MUSCLE,V,5.01,-20.89,3.34,.
2104,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,3.9,MUSCLE,V,6.09,-21.47,3.39,.
2105,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,16.1,MUSCLE,V,6.63,-21.46,4.16,.
2106,.,Midlothian,.,2008,.,CRAYFISH,1,.,.,16.9,MUSCLE,V,7.85,-22.23,3.96,.
2127,.,Midlothian,.,2008,.,CLAM,1,.,.,4.7,MUSCLE,V,4.52,-29.85,5.26,.
2128,.,Midlothian,.,2008,.,CLAM,1,.,.,12.7,MUSCLE,V,4.64,-28.86,4.05,.
2129,.,Midlothian,.,2008,.,CLAM,1,.,.,11.9,MUSCLE,V,4.35,-29.15,4.25,.
2130,.,Midlothian,.,2008,.,CLAM,1,.,.,13.7,MUSCLE,V,3.11,-29.43,4.23,.
2131,.,Midlothian,.,2008,.,CLAM,1,.,.,37.3,MUSCLE,V,4.91,-29.27,4.17,.
2132,.,Midlothian,.,2008,.,CLAM,1,.,.,37.1,MUSCLE,V,4.6,-29.17,4.09,.
2133,.,Midlothian,.,2008,.,CLAM,1,.,.,28.6,MUSCLE,V,5.22,-29.5,4.36,.
2134,.,Midlothian,.,2008,.,CLAM,1,.,.,33,MUSCLE,V,4.85,-29.52,4.37,.
2135,.,Midlothian,.,2008,.,CLAM,1,.,.,48.5,MUSCLE,V,3.3,-29.64,4.26,.
2136,.,Midlothian,.,2008,.,CLAM,1,.,.,70.3,MUSCLE,V,4,-29.84,4.22,.
4659,.,Midlothian,.,2010,.,CLAM,1,69,69,24.4,MUSCLE,V,4.07,-30.12,3.87,.
4660,.,Midlothian,.,2010,.,CLAM,1,42,42,4.4,VISCERA,V,4.31,-31.21,5.79,.
4661,.,Midlothian,.,2010,.,CLAM,1,37,37,4,VISCERA,V,4.43,-30.05,4.47,.
4673,.,Midlothian,.,2010,.,SNAIL,1,.,.,8.2,VISCERA,V,1.21,-17.38,4.2,large spiral
4674,.,Midlothian,.,2010,.,SNAIL,1,.,.,6.6,VISCERA,V,1.37,-16.28,4.64,large spiral
4675,.,Midlothian,.,2010,.,SNAIL,1,.,.,11.2,VISCERA,V,1.3,-18.38,4.45,large spiral
4676,.,Midlothian,.,2010,.,SNAIL,1,.,.,9.8,VISCERA,V,1.48,-17.63,4.57,large spiral
4677,.,Midlothian,.,2010,.,SNAIL,1,.,.,5.9,VISCERA,V,1.19,-16.28,4.88,large spiral
4678,.,Midlothian,.,2010,.,SNAIL,1,.,.,8.1,VISCERA,V,1.54,-18.96,4.46,large spiral
4679,.,Midlothian,.,2010,.,SNAIL,5,.,.,0.34,VISCERA,V,2.53,-23.06,4.24,small spiral
4680,.,Midlothian,.,2010,.,SNAIL,3,.,.,1.5,VISCERA,V,4.07,-23.23,4.57,small spiral
4681,.,Midlothian,.,2010,.,CRAYFISH,1,.,.,12.3,MUSCLE,V,5.79,-21.16,4.12,.
4682,.,Midlothian,.,2010,.,CRAYFISH,1,.,.,9.9,MUSCLE,V,5.72,-21.98,4.04,.
4683,.,Midlothian,.,2010,.,CRAYFISH,2,.,.,4.1,MUSCLE,V,5.05,-20.01,3.51,.
4684,.,Midlothian,.,2010,.,CRAYFISH,1,.,.,4.1,MUSCLE,V,5.41,-18.64,3.25,.
4685,.,Midlothian,.,2010,.,CRAYFISH,1,.,.,3.3,MUSCLE,V,5.24,-17.9,3.3,.
4686,.,Midlothian,.,2010,.,CRAYFISH,2,.,.,3,MUSCLE,V,4.97,-18.81,3.25,.
4687,.,Midlothian,.,2010,.,CRAYFISH,1,.,.,3.1,MUSCLE,V,5.06,-17.77,3.27,.
4688,.,Midlothian,.,2010,.,CRAYFISH,1,.,.,3.45,MUSCLE,V,4.67,-18.85,3.4,.
4689,.,Midlothian,.,2010,.,CRAYFISH,3,.,.,2.55,MUSCLE,V,4.69,-19.27,3.24,.
4690,.,Midlothian,.,2010,.,CRAYFISH,1,.,.,1.87,MUSCLE,V,4.67,-17.93,3.37,.
7146,10,Midlothian,.,2011,.,LT,1,647,707,3236.6,MUSCLE,V,12.62,-27.38,4.1,.
7147,11,Midlothian,.,2011,.,LT,1,603,650,2390.1,MUSCLE,V,12.25,-24.53,3.56,.
7148,12,Midlothian,.,2011,.,LT,1,647,709,3014.8,MUSCLE,V,13.18,-27.87,4.11,.
21369,10-00-001,Nelson,.,2019,26-Aug,LT,1,420,471,812,MUSCLE,V,7.49,-30.83,3.39,.
21370,24-00-015,Nelson,.,2019,26-Aug,LT,1,395,441,775,MUSCLE,V,7.98,-32.75,3.58,.
21371,14-00-003,Nelson,.,2019,26-Aug,LT,1,320,355,333,MUSCLE,V,6.41,-31.12,3.58,.
21372,14-00-004,Nelson,.,2019,26-Aug,LT,1,295,332,246,MUSCLE,V,5.9,-32.24,3.59,.
21373,17-00-007,Nelson,.,2019,26-Aug,LT,1,405,477,900,MUSCLE,V,8.13,-29.41,3.54,.
21374,24-00-010,Nelson,.,2019,26-Aug,LT,1,392,439,679,MUSCLE,V,7.98,-32.38,3.37,.
21375,24-00-011,Nelson,.,2019,26-Aug,LT,1,439,490,933,MUSCLE,V,8.07,-32.16,3.29,.
21376,29-00-001,Nelson,.,2019,26-Aug,LT,1,442,494,960,MUSCLE,V,8.03,-29.74,3.62,.
21377,29-00-006,Nelson,.,2019,26-Aug,LT,1,465,515,1020,MUSCLE,V,8.25,-30.5,3.7,.
21378,37-00-009,Nelson,.,2019,26-Aug,LT,1,393,440,685,MUSCLE,V,7.75,-31.92,3.34,.
23969,.,Nelson,.,2019,28-Aug,HEPTAGEN,.,.,.,.,BODY,V,0.89,-27.72,6.88,.
23230,5,Nelson,.,2021,09-Feb,LT,1,530,590,1751,MUSCLE,V,9.18,-29.59,3.48,.
23231,6,Nelson,.,2021,09-Feb,LT,1,428,478,896,MUSCLE,V,7.27,-30.7,3.57,.
23232,8,Nelson,.,2021,09-Feb,LT,1,389,435,584,MUSCLE,V,6.43,-31.71,3.41,.
23233,9,Nelson,.,2021,09-Feb,LT,1,419,468,770,MUSCLE,V,7.02,-31.28,3.57,.
23234,19,Nelson,.,2021,10-Feb,LT,1,221,248,109,MUSCLE,V,6.78,-30.88,3.22,.
23235,26,Nelson,.,2021,11-Feb,LT,1,252,284,178,MUSCLE,V,6.8,-30.82,3.33,.
23236,27,Nelson,.,2021,11-Feb,LT,1,330,369,377,MUSCLE,V,6.66,-30.89,3.26,.
12753,.,Nipigon,Sector14,2014,.,CLAM,1,.,54,9.7,MUSCLE,V,-0.16,-28.64,4.47,sampled near Geikie Island
12754,.,Nipigon,Sector14,2014,.,CLAM,1,.,60,13.7,MUSCLE,V,-0.37,-28.33,3.94,sampled near Geikie Island
12755,.,Nipigon,Sector14,2014,.,CLAM,1,.,58,12.2,MUSCLE,V,-0.06,-28.19,3.91,sampled near Geikie Island
12756,.,Nipigon,Sector14,2014,.,CLAM,1,.,72,26.9,MUSCLE,V,-0.33,-28.34,4.06,sampled near Geikie Island
12757,.,Nipigon,Sector14,2014,.,CLAM,1,.,82,21.2,MUSCLE,V,0.42,-27.98,3.88,sampled near Geikie Island
12758,.,Nipigon,Sector14,2014,.,CLAM,1,.,84,24.3,MUSCLE,V,0.15,-27.86,3.76,sampled near Geikie Island
12759,.,Nipigon,Sector14,2014,.,CLAM,1,.,69,25.4,MUSCLE,V,-0.1,-28.58,4.2,sampled near Geikie Island
12760,.,Nipigon,Sector14,2014,.,CLAM,1,.,75,35.3,MUSCLE,V,0,-28.41,3.97,sampled near Geikie Island
12761,.,Nipigon,Sector14,2014,.,CLAM,1,.,81,37.6,MUSCLE,V,0.08,-28.12,3.85,sampled near Geikie Island
12762,.,Nipigon,Sector14,2014,.,CLAM,1,.,80,39.1,MUSCLE,V,0,-28.63,4.61,sampled near Geikie Island
13525,22 - 417,Nipigon,Sector14,2014,11-Jul,LT,1,535,581,2150,MUSCLE,V,10.01,-27.28,4.36,.
13526,22 - 420,Nipigon,Sector14,2014,11-Jul,LT,1,430,470,1120,MUSCLE,V,10.16,-26.95,4.09,.
13527,31 - 496,Nipigon,Sector11,2014,23-Jul,LT,1,249,276,200,MUSCLE,V,10.33,-25.79,3.33,.
13528,31 - 501,Nipigon,Sector11,2014,23-Jul,LT,1,610,659,2570,MUSCLE,V,10.11,-28.87,5.85,.
13529,31 - 502,Nipigon,Sector11,2014,23-Jul,LT,1,770,820,5730,MUSCLE,V,10.19,-28.44,5.24,.
13530,31 - 503,Nipigon,Sector11,2014,23-Jul,LT,1,385,421,740,MUSCLE,V,10.09,-26.28,3.7,.
13531,32 - 466,Nipigon,Sector11,2014,23-Jul,LT,1,785,859,6090,MUSCLE,V,10.4,-28.93,5.49,.
13532,32 - 468,Nipigon,Sector11,2014,23-Jul,LT,1,614,667,2860,MUSCLE,V,10.18,-28.59,4.9,.
13533,32 - 471,Nipigon,Sector11,2014,23-Jul,LT,1,455,495,1090,MUSCLE,V,10.28,-26.69,3.82,.
13534,32 - 472,Nipigon,Sector11,2014,23-Jul,LT,1,445,490,1050,MUSCLE,V,10.22,-27.59,4.03,.
13535,32 - 481,Nipigon,Sector11,2014,23-Jul,LT,1,773,840,5530,MUSCLE,V,10.13,-28.03,4.79,.
13536,32 - 489,Nipigon,Sector11,2014,23-Jul,LT,1,743,808,4900,MUSCLE,V,10.19,-28.43,5.02,.
13537,32 - 490,Nipigon,Sector11,2014,23-Jul,LT,1,451,490,1120,MUSCLE,V,9.92,-27.58,4.3,.
13538,34 - 543,Nipigon,Sector11,2014,24-Jul,LT,1,592,644,2310,MUSCLE,V,10.45,-28.61,5.77,.
13539,36 - 548,Nipigon,Sector11,2014,24-Jul,LT,1,671,735,3970,MUSCLE,V,10.2,-29.09,6.66,.
13540,36 - 549,Nipigon,Sector11,2014,24-Jul,LT,1,332,364,450,MUSCLE,V,10.13,-25.66,3.39,.
13541,40 - 617,Nipigon,Sector11,2014,26-Jul,LT,1,626,683,3410,MUSCLE,V,10.44,-28.4,5.07,.
13542,40 - 618,Nipigon,Sector11,2014,26-Jul,LT,1,980,1070,10290,MUSCLE,V,10.68,-26.92,4.02,.
13543,40 - 619,Nipigon,Sector11,2014,26-Jul,LT,1,403,441,790,MUSCLE,V,10.12,-27.71,4.63,.
20247,51-00-238,Nipigon,West Bay,2018,07-Jul,LT,1,.,1018,12428,MUSCLE,V,10.47,-24.82,4.07,.
20248,82-01-5248,Nipigon,West Bay,2018,08-Jul,LT,1,.,920,7090,MUSCLE,V,11.22,-27.43,3.88,.
20249,83-02-5265,Nipigon,West Bay,2018,08-Jul,LT,1,.,357,470,MUSCLE,V,10.5,-26.87,3.4,.
20250,85-01-5288,Nipigon,West Bay,2018,08-Jul,LT,1,.,1015,9344,MUSCLE,V,11.23,-26.92,3.77,.
20251,86-01-5306,Nipigon,West Bay,2018,09-Jul,LT,1,.,980,10977,MUSCLE,V,10.22,-28.61,6.21,.
20252,89-02-5337,Nipigon,West Bay,2018,09-Jul,LT,1,.,969,8664,MUSCLE,V,11.05,-25.36,3.18,.
20253,92-02-5354,Nipigon,West Bay,2018,09-Jul,LT,1,.,865,6090,MUSCLE,V,10.19,-28.51,5.21,.
20254,96-02-5406,Nipigon,West Bay,2018,11-Jul,LT,1,.,746,3230,MUSCLE,V,10.21,-28.88,5.7,.
8000,004-02-001,Pagwachuan,.,2012,.,LT,1,.,534,1500,MUSCLE,V,11.72,-30.23,4.12,.
8001,010-02-015,Pagwachuan,.,2012,.,LT,1,.,598,2025,MUSCLE,V,11.72,-31.56,4.89,.
8002,009-01-002,Pagwachuan,.,2012,.,LT,1,.,613,2200,MUSCLE,O,6.21,-24.98,3.32,probably sample mix-up
8003,010-01-001,Pagwachuan,.,2012,.,LT,1,.,600,2375,MUSCLE,V,11.76,-31.03,4.94,.
