"","Lake_Name","Trophic_Category","Taxonomic_ID_Code","d15N","d13C","CN_Ratio","d13C_Cor","SI_ID","Trophic_Group"
"21","Muskoka","PRED","81",16.6387243294279,-26.9934139649105,"3.29373916587573",-27.0526121906935,"MA012","LakeTrout"
"22","Muskoka","PRED","81",16.7122325205622,-27.291552815557,"3.61457180541994",-27.0331267281913,"MA006","LakeTrout"
"23","Muskoka","PRED","81",16.5155123497787,-27.6500496604838,"3.74500302787674",-27.2624966628858,"MA008","LakeTrout"
"24","Muskoka","PRED","81",16.2794313300253,-26.2998478786959,"3.18416340176871",-26.4675261109449,"MA017","LakeTrout"
"25","Muskoka","PRED","81",16.6786335093403,-27.3202941310091,"4.14728534040465",-26.5344816440085,"MA014","LakeTrout"
"26","Catchacoma","INVERT","insect",2.97408570199341,-26.5543716281532,"4.14757288768558",-25.7682744693445,"C050","Invert"
"27","Catchacoma","INVERT","insect",2.8592184752741,-26.2704767404352,"4.25092899380933",-25.382057036564,"C051","Invert"
"28","Catchacoma","INVERT","insect",2.4376014522979,-26.7640779563631,"4.32105837823389",-25.8062301619115,"C052","Invert"
"29","Catchacoma","MUSSELS","mussel",2.73047817102248,-29.4368444602452,"3.99864082423641",-28.7981900442512,"C025","Mussel"
"30","Catchacoma","MUSSELS","mussel",2.20898876297124,-30.6426558474518,"4.74620037370784",-29.263917477481,"C026","Mussel"
"31","Catchacoma","MUSSELS","mussel",2.95968063077401,-29.3577099967698,"3.92442719152951",-28.7925270771556,"C027","Mussel"
"32","Catchacoma","MUSSELS","mussel",2.22269149235371,-30.4859213239634,"4.8775313920412",-28.9771652458426,"C028","Mussel"
"33","Catchacoma","MUSSELS","mussel",3.1888906860765,-30.4923003668485,"4.62382343459955",-29.2347151665949,"C029","Mussel"
"34","Catchacoma","MUSSELS","mussel",2.21450026521808,-30.2034595751632,"4.664569378487",-28.9055358904611,"C030","Mussel"
"35","Catchacoma","MUSSELS","mussel",2.60460160401424,-30.1965353096091,"4.25355957767548",-29.3055113277104,"C031","Mussel"
"36","Catchacoma","MUSSELS","mussel",2.02049556201139,-31.069981950219,"5.16450821483936",-29.277118817528,"C032","Mussel"
"37","Catchacoma","MUSSELS","mussel",2.10527191836233,-30.3914039259173,"4.52760259293142",-29.2290773589152,"C033","Mussel"
"38","Catchacoma","MUSSELS","mussel",2.6829593863911,-30.2697346883239,"4.53734901361543",-29.0977591648446,"C034","Mussel"
"39","Catchacoma","SNAIL","snail",2.19972148140563,-25.2901985741335,"4.12378144007032",-24.5276549484639,"C055","Snail"
"40","Catchacoma","SNAIL","snail",1.95073817993727,-24.6027179226908,"4.15996694205955",-23.8043506500518,"C056","Snail"
"41","Catchacoma","ZOOPS","zooplankton",3.12377871740248,-32.6289308806847,"5.80443909538764",-30.2025361762509,"C054","Zoops"
"42","Catchacoma","PRED","81",11.703682830661,-25.6383902134253,"3.8701490657453181",-25.1269426383374,"C002","LakeTrout"
"43","Catchacoma","PRED","81",10.1877562926453,-29.446661420858,"3.308761283816688",-29.4909877498795,"C003","LakeTrout"
"44","Catchacoma","PRED","81",10.8756417524549,-28.7246342889664,"3.2924261003714363",-28.7851324495987,"C057","LakeTrout"
"45","Catchacoma","PRED","81",12.7399024343595,-27.688961998232,"3.1826619632186919",-27.8581266546455,"C058","LakeTrout"
"46","Catchacoma","PRED","81",13.514654278787,-27.499039285891,"3.27478981320938",-27.5769973708137,"C059","LakeTrout"
"47","Catchacoma","PRED","81",10.9611552270142,-29.0016049111304,"3.2725326576253728",-29.0817975800813,"C060","LakeTrout"
"48","Catchacoma","PRED","81",11.136040982595,-28.681110334055,"3.1779289778390791",-28.8549606459943,"C061","LakeTrout"
"49","Catchacoma","PRED","81",10.9957634407087,-28.6079109553402,"3.2555914880981813",-28.704875382123,"C062","LakeTrout"
"50","Catchacoma","PRED","81",11.1072589271474,-28.7918985829205,"3.183967820892466",-28.959770440237,"C063","LakeTrout"
"51","Canoe_K","INVERT","amphipod",-0.117683769450692,-25.6343398633201,"6.70128661004401",-22.3200661193765,"CAN014","Invert"
"52","Canoe_K","INVERT","amphipod",0.0934999273375988,-25.6140531487568,"6.50063540896902",-22.4984240938775,"CAN015","Invert"
"53","Canoe_K","INVERT","caddisfly",2.35065869071368,-27.8597231963741,"5.39200362896151",-25.8416396037022,"CAN019","Invert"
"54","Canoe_K","INVERT","dragonfly",1.86977525976264,-25.830289621413,"4.05939433298244",-25.1314892317603,"CAN016","Invert"
"55","Canoe_K","INVERT","dragonfly",2.18610926018939,-25.3685176036429,"3.97799663577411",-24.7503009342265,"CAN017","Invert"
"56","Canoe_K","INVERT","dragonfly",2.12034948737197,-25.3958323200692,"3.89475321899108",-24.8600266332681,"CAN018","Invert"
"57","Canoe_K","INVERT","head of insect",1.32164554969864,-23.8862278313747,"5.17255898514172",-22.0853944360844,"CAN021","Invert"
"58","Canoe_K","INVERT","leech",2.88041590188873,-23.991263216828,"3.91422200391775",-23.4361834329494,"CAN022","Invert"
"59","Canoe_K","INVERT","mayfly",0.985307701252004,-24.3891795153084,"5.32101821695716",-22.4413714805208,"CAN012","Invert"
"60","Canoe_K","INVERT","mayfly",0.596992718427395,-24.7971094756714,"5.67347324834103",-22.5003709598137,"CAN013","Invert"
"61","Canoe_K","INVERT","predatory diving beetle",2.19045397318195,-27.5951364264274,"4.31281011077872",-26.6454544167565,"CAN023","Invert"
"62","Canoe_K","LFF","larval fish",3.44614363561529,-26.748461691409,"4.77684595283832",-25.339384198099,"CAN020",NA
"63","Canoe_K","MUSSEL","mussel",2.82569778503069,-30.3460124180671,"5.15229755786064",-28.5652378357851,"CAN024","Mussel"
"64","Canoe_K","MUSSEL","mussel",3.50755884521747,-29.0548888427002,"3.89828041073023",-28.5155912360773,"CAN025","Mussel"
"65","Canoe_K","MUSSEL","mussel",3.06233602833993,-29.7714079614196,"4.73014902402174",-28.408560427638,"CAN026","Mussel"
"66","Canoe_K","MUSSEL","mussel",3.09009764714567,-29.7305833530691,"4.51068132311861",-28.5850088431817,"CAN027","Mussel"
"67","Canoe_K","MUSSEL","mussel",3.19258509146949,-29.5139614298076,"4.17640081788991",-28.6993246200966,"CAN028","Mussel"
"68","Canoe_K","MUSSEL","mussel",3.20393331483529,-29.7124187458255,"4.32436495247756",-28.7512974428728,"CAN029","Mussel"
"69","Canoe_K","MUSSEL","mussel",2.94576863892352,-29.9721268602817,"4.78106112584762",-28.5588763456925,"CAN030","Mussel"
"70","Canoe_K","MUSSEL","mussel",3.18913835134161,-29.4242156561575,"4.20498223995906",-28.581283238598,"CAN031","Mussel"
"71","Canoe_K","MUSSEL","mussel",2.84126471241905,-29.7886631917042,"4.59734060326799",-28.5572959944689,"CAN032","Mussel"
"72","Canoe_K","MUSSEL","mussel",2.64532502295371,-30.1970132607294,"5.51771809265964",-28.0544723489964,"CAN033","Mussel"
"73","Canoe_K","PFF","93",8.69563157772499,-30.6399523538258,"3.34909460068473",-30.644348699148,"CAN049","Cisco"
"74","Canoe_K","PFF","93",8.55718383944693,-30.6715685493142,"3.41333841138086",-30.6123635220472,"CAN050","Cisco"
"75","Canoe_K","PFF","93",8.30358042099704,-30.5880344811985,"3.30799805566843",-30.6331164060867,"CAN051","Cisco"
"76","Canoe_K","PFF","93",8.86993545162795,-30.8056494493618,"3.38061675537451",-30.7788388615411,"CAN052","Cisco"
"77","Canoe_K","PFF","93",8.87608968330751,-30.2636319243006,"3.31834602740992",-30.2984693571648,"CAN053","Cisco"
"78","Canoe_K","PFF","93",8.83573090046278,-31.4527334804421,"3.38468553287178",-31.421894802899,"CAN054","Cisco"
"79","Canoe_K","PFF","93",8.83836088560336,-31.1092769618565,"3.71340583646844",-30.7530051837528,"CAN055","Cisco"
"80","Canoe_K","PFF","93",9.02478474567376,-30.6092581467502,"3.37111869770459",-30.5918506360227,"CAN056","Cisco"
"81","Canoe_K","PFF","93",8.16560987519134,-30.7387069096219,"3.26799039745731",-30.8233964161392,"CAN057","Cisco"
"82","Canoe_K","PFF","93",8.79311867865368,-30.8585025410326,"3.45542873122341",-30.7576280971215,"CAN058","Cisco"
"83","Canoe_K","PFF","93",8.70234106557704,-31.2207860941221,"3.5890520417219",-30.9876245728174,"CAN059","Cisco"
"84","Canoe_K","PFF","93",8.78238587056809,-31.3979633957282,"3.67093443258578",-31.0837383074683,"CAN060","Cisco"
"85","Canoe_K","PFF","93",8.69573366157877,-30.4640259073789,"3.27447224729736",-30.5422983825545,"CAN061","Cisco"
"86","Canoe_K","PFF","93",8.38328633434894,-30.519303173812,"3.32123061269034",-30.5512848672486,"CAN062","Cisco"
"87","Canoe_K","PFF","93",9.0015867584794,-30.0733985496728,"3.288627526903",-30.1376572980388,"CAN063","Cisco"
"88","Canoe_K","PFF","93",8.91054356170732,-30.2270118022887,"3.24327294376347",-30.3361715879629,"CAN064","Cisco"
"89","Canoe_K","PFF","93",8.63612423665335,-30.7052430655825,"3.42693962986855",-30.6325728320126,"CAN065","Cisco"
"90","Canoe_K","PFF","93",8.73730438047482,-30.6117450959018,"3.31591856118088",-30.6489857203328,"CAN066","Cisco"
"91","Canoe_K","PFF","93",8.8336289263135,-30.1067107836749,"3.1829672498342",-30.275573206339,"CAN067","Cisco"
"92","Canoe_K","PFF","93",8.44770998757782,-30.9251057539546,"3.20031298199117",-31.0767959017834,"CAN068","Cisco"
"93","Canoe_K","PFF","93",8.54285002897235,-30.1228056343913,"3.27034580726915",-30.2051632851948,"CAN069","Cisco"
"94","Canoe_K","PFF","93",8.63693013656648,-31.0022044366773,"3.58628739560023",-30.7717799150331,"CAN070","Cisco"
"95","Canoe_K","PFF","93",8.97155812476036,-31.5096288976772,"3.76389043854765",-31.103377363515,"CAN071","Cisco"
"96","Canoe_K","PFF","93",8.36688332254183,-30.6972128108492,"3.48508612341518",-30.5669775486682,"CAN072","Cisco"
"97","Canoe_K","SNAIL","snail",3.28067914641047,-22.6160300630764,"4.17868002475228",-21.7991368385717,"CAN001","Snail"
"98","Canoe_K","SNAIL","snail",3.03571280316067,-21.6459140569199,"4.52175877128431",-20.4893728733484,"CAN002","Snail"
"99","Canoe_K","SNAIL","snail",2.31982719390081,-21.083204829455,"4.62256007645369",-19.8268703537658,"CAN003","Snail"
"100","Canoe_K","SNAIL","snail",2.31036857052938,-21.6527149425556,"4.60723433643616",-20.4115529494838,"CAN004","Snail"
"101","Canoe_K","SNAIL","snail",2.77265258490591,-22.2552637329745,"4.56976423623721",-21.0511971390996,"CAN005","Snail"
"102","Canoe_K","SNAIL","snail",2.45296721564841,-21.962867142399,"4.2916166398589",-21.0341666689387,"CAN006","Snail"
"103","Canoe_K","SNAIL","snail",2.78449035563658,-23.0329140426129,"4.20096841697355",-22.1939553098091,"CAN007","Snail"
"104","Canoe_K","SNAIL","snail",3.51002819705885,-22.3936160395083,"4.53091697242968",-21.228008236803,"CAN008","Snail"
"105","Canoe_K","SNAIL","snail",3.04095594599983,-22.8511966259911,"4.48909088003062",-21.7269966547608,"CAN009","Snail"
"106","Canoe_K","SNAIL","snail",2.8183051888227,-21.8182187110374,"4.61761408334469",-20.5667807685261,"CAN010","Snail"
"107","Canoe_K","SNAIL","snail",2.65528838268759,-22.1645103727062,"4.5139798092728",-21.0156703615261,"CAN011","Snail"
"108","Canoe_K","ZOOPS","zooplankton",2.65372557222294,-35.2403776470398,"11.7917829072598",-26.8865125688526,"CAN092","Zoops"
"109","Canoe_K","ZOOPS","zooplankton",3.03002324228075,-35.1876088940186,"12.7419159669851",-25.8931120867033,"CAN093","Zoops"
"110","Canoe_K","ZOOPS","zooplankton",3.52125306777633,-35.2725489872157,"12.2912938546212",-26.4241680711407,"CAN094","Zoops"
"111","Canoe_K","ZOOPS","zooplankton",2.65989589971702,-35.3539279810588,"11.9041995893168",-26.8887703876351,"CAN095","Zoops"
"112","Canoe_K","PRED","81",10.7023611342161,-29.7356637764742,"3.23789803868001",-29.850144718181,"CAN087","LakeTrout"
"113","Canoe_K","PRED","81",11.1423581437735,-30.0343542234938,"3.29990399976913",-30.0874492637224,"CAN090","LakeTrout"
"114","Canoe_K","PRED","81",10.3067269808564,-30.0508366808429,"3.25130772787655",-30.1520420302451,"CAN091","LakeTrout"
"115","Canoe_K","PRED","81",11.4595600247156,-29.6639672511824,"3.29410679767254",-29.7228015214866,"CAN077","LakeTrout"
"116","Canoe_K","PRED","81",10.4382622084686,-31.0934537457318,"3.66863999662337",-30.7815001490747,"CAN084","LakeTrout"
"117","Canoe_K","PRED","81",10.679979859325,-30.3224912533171,"3.31604320637448",-30.3596084790064,"CAN076","LakeTrout"
"118","Canoe_K","PRED","81",11.8708546103863,-28.763000548584,"3.15620613374266",-28.9583564761787,"CAN080","LakeTrout"
"119","Canoe_K","PRED","81",11.4502395061541,-29.5935855656981,"3.25387822172265",-29.6922461261926,"CAN086","LakeTrout"
"120","Canoe_K","PRED","81",11.8240692069678,-28.8548409201811,"3.10311786058447",-29.1027542382025,"CAN079","LakeTrout"
"121","Canoe_K","PRED","81",12.1770983309342,-29.3918807307436,"3.37951688432396",-29.3661590152629,"CAN078","LakeTrout"
"122","Canoe_K","PRED","81",12.6675709814564,-29.0539787892651,"3.35243536506858",-29.0550677778472,"CAN088","LakeTrout"
"123","Canoe_K","PRED","81",12.0784085237235,-29.1024361219244,"3.26049909843029",-29.1945420144784,"CAN081","LakeTrout"
"124","Canoe_K","PRED","81",12.2947657587158,-29.2352693333189,"3.30640825981729",-29.2819251560998,"CAN089","LakeTrout"
"125","Canoe_K","PRED","81",11.9708978108653,-29.0178911524905,"3.37195743971696",-28.9996532871707,"CAN083","LakeTrout"
"126","Canoe_K","PRED","81",12.331493593526,-29.3992192999295,"3.53037226129752",-29.2241507612449,"CAN082","LakeTrout"
"127","Canoe_K","PRED","81",11.7583755247064,-30.3709643594724,"3.6804694776936",-30.0472995765558,"CAN074","LakeTrout"
"128","Canoe_K","PRED","81",11.6955173613743,-29.1128957736147,"3.11967039400399",-29.3444220835508,"CAN073","LakeTrout"
"129","Canoe_K","PRED","81",12.5050705432559,-31.1175725090728,"4.84541698823106",-29.6406096907241,"CAN075","LakeTrout"
"130","Canoe_K","PRED","81",12.2313165684931,-29.1004169677551,"3.0473420686416",-29.4035483197999,"CAN085","LakeTrout"
"131","Eagle","INVERT","megaloptera",4.32859811600368,-26.6139432136321,"4.2414211230811",-25.7349363017818,"E073","Invert"
"132","Eagle","INVERT","mayfly",1.46675411448605,-21.619265465232,"4.63248724700334",-20.3531030906987,"E074","Invert"
"133","Eagle","INVERT","caddisfly",3.53887782382445,-25.1526784836639,"5.27971323618929",-23.2457623798365,"E075","Invert"
"134","Eagle","INVERT","dragonfly",4.20337445091234,-26.6405457312586,"4.20811960827251",-25.7945073190688,"E076","Invert"
"135","Eagle","INVERT","dragonfly",3.93750761133317,-28.2885948385353,"4.36120516587051",-27.2910017243235,"E077","Invert"
"136","Eagle","INVERT","dragonfly",3.52830160772254,-28.8321734836816,"3.95740569975081",-28.2343418409283,"E078","Invert"
"137","Eagle","INVERT","dragonfly",3.73851956721622,-27.7918595954842,"3.91623294573714",-27.2347889792044,"E079","Invert"
"138","Eagle","INVERT","predatory-water beetle",3.85570042854696,-28.5023178605947,"4.23305745706773",-27.6315909780977,"E083","Invert"
"139","Eagle","MUSSEL","mussel",4.43730364940559,-29.1667545920065,"5.03710832104544",-27.5000173541715,"E063","Mussel"
"140","Eagle","MUSSEL","mussel",4.12404963594232,-29.2667824089637,"5.00721919253456",-27.6296354083545,"E064","Mussel"
"141","Eagle","MUSSEL","mussel",4.64144130168657,-29.3484818203248,"5.19117028148746",-27.5292232416522,"E065","Mussel"
"142","Eagle","PFF","93",13.2339669763734,-31.2192351821159,"3.70390611099797",-30.8723681322279,"E084","Cisco"
"143","Eagle","PFF","93",12.909528217261,-30.6161263801403,"3.33805826327083",-30.6314486995022,"E085","Cisco"
"144","Eagle","PFF","93",12.0979277390644,-30.7420180232711,"3.54191084199936",-30.5555262896917,"E086","Cisco"
"145","Eagle","PFF","93",10.4847953643023,-31.1899580558064,"3.47232701450188",-31.0723543114495,"E087","Cisco"
"146","Eagle","PFF","93",10.604903554072,-30.8200903600965,"3.39943392991886",-30.7746507694768,"E088","Cisco"
"147","Eagle","PFF","93",10.6145087405706,-31.0869701858114,"3.42462849165467",-31.0165879790733,"E088","Cisco"
"148","Eagle","PFF","93",11.9011114701773,-31.2582713505286,"3.5909518876582",-31.023228981747,"E089","Cisco"
"149","Eagle","PFF","93",12.3447285881082,-33.09309263233,"4.32545988444648",-32.130887346728,"E090","Cisco"
"150","Eagle","PFF","93",12.3966818532596,-31.235442959212,"3.60710982928573",-30.9844042282191,"E091","Cisco"
"151","Eagle","PFF","93",12.1184305788991,-31.005306109769,"3.52972709276832",-30.8308762879284,"E092","Cisco"
"152","Eagle","PFF","93",13.3195331695412,-31.0615383438552,"3.49901993052373",-30.9175086126367,"E093","Cisco"
"153","Eagle","PFF","93",12.5304479348405,-31.4114576146157,"3.71960750731223",-31.0490461823766,"E094","Cisco"
"154","Eagle","PFF","93",12.7473538233711,-31.3570607208109,"3.60688478171276",-31.1062447869153,"E095","Cisco"
"155","Eagle","PFF","93",10.621375907251,-30.6458716522322,"3.24954129847137",-30.7488257667455,"E096","Cisco"
"156","Eagle","PFF","93",12.1810983634451,-30.5643151129597,"3.29769508556472",-30.6195969782506,"E097","Cisco"
"157","Eagle","PFF","93",10.58159005606,-31.2648529704541,"3.27773520878224",-31.3398951137597,"E098","Cisco"
"158","Eagle","PFF","93",4.13106973435181,-27.3747786306902,"4.46153519101903",-26.2778587915814,"E099","Cisco"
"159","Eagle","SNAIL","snail",3.63529879857597,-25.4625910757118,"4.90959576202665",-23.9220912713054,"E066","Snail"
"160","Eagle","SNAIL","snail",4.09736494967548,-22.7419528669737,"4.99662722870361",-21.1152919105571,"E067","Snail"
"161","Eagle","SNAIL","snail",3.8625259704362,-22.9330132655954,"4.60197008447977",-21.6970628819604,"E069","Snail"
"162","Eagle","SNAIL","snail",3.60410475991082,-24.0521946615512,"5.7270499347132",-21.7024152261851,"E070","Snail"
"163","Eagle","ZOOPS","zooplankton",5.98604614127559,-33.0510073848801,"7.35118287302861",-29.0933363405818,"E080","Zoops"
"164","Eagle","PRED","81",15.9369322834697,-30.7717355782697,"4.95004942975251",-29.1911866428147,"E001","LakeTrout"
"165","Eagle","PRED","81",13.7737838362244,-28.6481878228098,"3.82517042231806",-28.1812691047149,"E002","LakeTrout"
"166","Eagle","PRED","81",11.5143679091177,-25.8759975451654,"3.1544054009372",-26.0731361982376,"E003","LakeTrout"
"167","Eagle","PRED","81",12.7317295661799,-25.8866222157096,"3.14858176007949",-26.0895262732309,"E004","LakeTrout"
"168","Eagle","PRED","81",15.5583230491169,-26.2746967501267,"3.35354539955432",-26.2746868045679,"E005","LakeTrout"
"169","Eagle","PRED","81",13.6924787234028,-26.2704505652372,"3.28724448368186",-26.3360785263922,"E006","LakeTrout"
"170","Eagle","PRED","81",16.2049867539365,-31.4212293873541,"5.68492139706511",-29.1131572042596,"E007","LakeTrout"
"171","Eagle","PRED","81",15.6071220263993,-31.0435482818874,"4.85556819697167",-29.5565357668854,"E008","LakeTrout"
"172","Eagle","PRED","81",12.695571216853,-28.2089565458747,"3.20922509190287",-28.3518237048909,"E009","LakeTrout"
"173","Eagle","PRED","81",15.4785780574776,-29.7720041056705,"4.64509701920471",-28.4933580566578,"E010","LakeTrout"
"174","Eagle","PRED","81",16.6044808316949,-29.9460946991754,"4.15334801396715",-29.1542801653479,"E011","LakeTrout"
"175","Eagle","PRED","81",16.6044808316949,-29.9460946991754,"4.15334801396715",-29.1542801653479,"E011","LakeTrout"
"176","Eagle","PRED","81",15.6071220263993,-31.0435482818874,"4.85556819697167",-29.5565357668854,"E008","LakeTrout"
"177","Eagle","PRED","81",15.4785780574776,-29.7720041056705,"4.64509701920471",-28.4933580566578,"E010","LakeTrout"
"178","Eagle","PRED","81",15.9369322834697,-30.7717355782697,"4.95004942975251",-29.1911866428147,"E001","LakeTrout"
"179","Eagle","PRED","81",16.2049867539365,-31.4212293873541,"5.68492139706511",-29.1131572042596,"E007","LakeTrout"
"180","Abbess","LITTORAL","dragonfly",3.65810976072722,-25.1958469116014,"4.60082186385609",-23.9610332663839,"ABE020","Invert"
"181","Abbess","LITTORAL","dragonfly",1.82208823394604,-23.7638612582814,"4.68153494142273",-22.4491416662729,"ABE021","Invert"
"182","Abbess","LITTORAL","snail",2.09936901506853,-22.2563655364165,"4.10171718654136",-21.5156655217405,"ABE061","Snail"
"183","Abbess","LITTORAL","snail",1.75740781457996,-22.2911278322852,"4.36316587325553",-21.2915936177622,"ABE055","Snail"
"184","Abbess","LITTORAL","snail",1.76669221658156,-21.7127653641776,"4.2789323475329",-20.79662234012,"ABE058","Snail"
"185","Abbess","LITTORAL","snail",2.12011174333313,-21.8502765813716,"4.59522690358371",-20.6210019468237,"ABE056","Snail"
"186","Abbess","LITTORAL","snail",1.78891271574133,-21.7545927687023,"4.55341917414386",-20.5667077862999,"ABE060","Snail"
"187","Abbess","PELAGIC","zooplankton",2.59267188702738,-30.534490106655,"6.11826653227415",-27.7974062397036,"ABE065","Zoops"
"188","Abbess","PFF","93",8.37243062739377,-29.7434787225755,"3.2861941901277",-29.8101464743491,"ABE043","Cisco"
"189","Abbess","PFF","93",7.56727284614186,-29.3139931888892,"3.33289464983919",-29.3344274855484,"ABE044","Cisco"
"190","Abbess","PFF","93",8.90819794344641,-29.2221150339778,"3.31430884366215",-29.2609492787523,"ABE048","Cisco"
"191","Abbess","PFF","93",8.94330512634907,-29.1504128300471,"3.28132176403474",-29.2219042836527,"ABE041","Cisco"
"192","Abbess","PFF","93",7.97009627669176,-29.147975066787,"3.36956524657648",-29.1321054726763,"ABE052","Cisco"
"193","Abbess","PFF","93",7.47127132791036,-28.9840427625918,"3.33090355384047",-29.0064482442897,"ABE049","Cisco"
"194","Abbess","PFF","93",7.57017032897774,-28.5645610698558,"3.25773618603291",-28.6594022456832,"ABE037","Cisco"
"195","Abbess","PFF","93",7.63048705268335,-28.502921838706,"3.25403933244812",-28.6014228995824,"ABE050","Cisco"
"196","Abbess","PFF","93",7.27290964426991,-28.464960589595,"3.2663670961261",-28.5512571644302,"ABE045","Cisco"
"197","Abbess","PFF","93",7.25881491617493,-28.5361183284194,"3.34412465581314",-28.5454349191644,"ABE047","Cisco"
"198","Abbess","PFF","93",7.23056385804333,-28.4507283055466,"3.30794901897976",-28.4958587767566,"ABE053","Cisco"
"199","Abbess","PFF","93",7.428969430031,-28.4321369624832,"3.29921759156504",-28.4859115468338,"ABE046","Cisco"
"200","Abbess","PFF","93",7.68190050915537,-28.4162279557458,"3.30190581691047",-28.4673411970044,"ABE036","Cisco"
"201","Abbess","PFF","93",8.16112251199042,-28.3257616656689,"3.2112511636609",-28.4666230136446,"ABE038","Cisco"
"202","Abbess","PFF","93",7.24642568679875,-28.3161730795973,"3.30622240604567",-28.3630128976121,"ABE051","Cisco"
"203","Abbess","PFF","93",6.8646082774689,-28.207847816024,"3.24107241050948",-28.3191861296196,"ABE039","Cisco"
"204","Abbess","PFF","93",7.52460302372947,-28.1081731375448,"3.27512350911613",-28.1858008635198,"ABE042","Cisco"
"205","Abbess","PFF","93",7.60565171260905,-27.9958107806441,"3.20163448580432",-28.1461926396978,"ABE040","Cisco"
"206","Abbess","PRED","81",9.11138393614438,-29.8182895804617,"3.1637689129121",-30.0061583566787,"ABE003","LakeTrout"
"207","Abbess","PRED","81",10.006484842832,-30.0075616932359,"3.67890942150176",-29.6854413659492,"ABE004","LakeTrout"
"208","Abbess","PRED","81",10.818204231614,-29.7441637285919,"3.63485584167168",-29.4656564453369,"ABE007","LakeTrout"
"209","Abbess","PRED","81",9.80156094260663,-29.0345514964753,"3.13550877236096",-29.250397811838,"ABE005","LakeTrout"
"210","Abbess","PRED","81",9.8401907202208,-28.9953459046076,"3.15147588285414",-29.195384780582,"ABE012","LakeTrout"
"211","Abbess","PRED","81",9.5352621638472,-28.8159224994604,"3.16034691579927",-29.0071790528191,"ABE001","LakeTrout"
"212","Abbess","PRED","81",10.9713246135357,-28.5848957069987,"3.13478952353159",-28.8014540787024,"ABE010","LakeTrout"
"213","Abbess","PRED","81",11.9868900308151,-28.7056764361116,"3.27624292315423",-28.7821959421889,"ABE008","LakeTrout"
"214","Abbess","PRED","81",11.5929278122836,-28.5039686449493,"3.11663571296197",-28.7384992891169,"ABE014","LakeTrout"
"215","Abbess","PRED","81",10.627489036507,-28.5014559621802,"3.19955484628726",-28.6538966643558,"ABE015","LakeTrout"
"216","Abbess","PRED","81",10.6801357246176,-28.1883531130651,"3.18432105852411",-28.3558752651262,"ABE009","LakeTrout"
"217","Abbess","PRED","81",10.8712321156375,-28.2487291616059,"3.26111334214143",-28.3402269528859,"ABE002","LakeTrout"
"218","Abbess","PRED","81",10.1352108394404,-27.9099636160309,"3.09422825869899",-28.1666776399189,"ABE011","LakeTrout"
"219","Abbess","PRED","81",11.9692904930289,-28.001641490095,"3.20603859394102",-28.1476632820934,"ABE013","LakeTrout"
